mhjd     flux     flux_err     flag
====     ====     ========     ====
56630.854116 -0.000476 0.000782 0.000000
57023.604505 0.361110 0.030723 0.000000
57025.660459 0.379413 0.028616 0.000000
57026.720821 0.416526 0.030439 0.000000
57029.442706 0.406015 0.042442 0.000000
57032.508999 0.412246 0.027103 0.000000
57035.594500 0.376853 0.019070 0.000000
57039.656294 0.431016 0.014374 0.000000
57044.622821 0.477840 0.014898 0.000000
57047.883402 0.415378 0.014785 0.000000
57048.845322 0.547959 0.021767 0.000000
57050.382067 0.394286 0.017741 0.000000
57051.626030 0.445763 0.033096 0.000000
57053.176327 0.430735 0.015622 0.000000
57053.624609 0.422424 0.056555 0.000000
57056.487737 0.432653 0.019275 0.000000
57058.411577 0.470709 0.013402 0.000000
57059.276447 0.564321 0.031013 0.000000
57060.492004 0.506609 0.020693 0.000000
57066.655478 0.680588 0.033323 0.000000
57069.308676 0.692150 0.034686 0.000000
57077.397727 0.768918 0.031039 0.000000
57081.908002 0.706051 0.036657 0.000000
57095.090669 0.831372 0.039532 0.000000
57109.101172 0.723505 0.030119 0.000000
57123.111267 0.664460 0.037242 0.000000
57137.002122 0.590996 0.042228 0.000000
57150.919396 0.514469 0.044716 0.000000
57164.800457 0.906936 0.032179 0.000000
57181.769365 0.830837 0.041089 0.000000
57200.989151 0.805483 0.037370 0.000000
57220.880465 0.781533 0.043712 0.000000
57240.793438 0.741411 0.037648 0.000000
57248.914768 0.815123 0.022995 0.000000
57256.688372 0.660253 0.043857 0.000000
57358.532777 0.216629 0.032357 0.000000
57373.648589 0.168651 0.027953 0.000000
57399.754864 0.171307 0.028727 0.000000
57434.859805 0.228871 0.026441 0.000000
57458.925054 0.232109 0.031770 0.000000
57465.433427 0.222436 0.024840 0.000000
57477.293103 0.213993 0.025298 0.000000
57491.787923 0.115208 0.030415 0.000000
57505.236687 0.148061 0.031237 0.000000
57526.003740 0.158640 0.030742 0.000000
57540.266739 0.097715 0.030864 0.000000
57553.993163 0.121954 0.022896 0.000000
57557.238108 0.106303 0.020450 0.000000
57559.891649 0.130819 0.023360 0.000000
57573.828063 0.119892 0.032276 0.000000
57577.807326 0.178863 0.041347 0.000000
57579.796809 0.149691 0.033210 0.000000
57581.737323 0.107729 0.033925 0.000000
57582.797662 0.120575 0.031191 0.000000
57584.401236 0.156941 0.031218 0.000000
57586.472684 0.136674 0.029501 0.000000
57588.645061 0.139714 0.035408 0.000000
57590.222318 0.137110 0.032781 0.000000
57598.914233 0.137243 0.029584 0.000000
57601.956909 0.136021 0.047916 0.000000
57605.933873 0.119926 0.035032 0.000000
57610.434175 0.104812 0.028921 0.000000
57615.810327 0.140590 0.029920 0.000000
57618.750150 0.142953 0.024217 0.000000
57621.895259 0.144760 0.027632 0.000000
57723.908059 0.083665 0.037109 0.000000
57759.765718 0.056195 0.024407 0.000000
